CCS_CATEGORY,CCS_DESCRIPTION,DRUG_NAME,PATIENTS
196,Nmlpreg/del,PROVERA 10MG,2
196,Nmlpreg/del,UTROGESTAN CAPSULES,20
196,Nmlpreg/del,NORMACOL PLUS GRANULES,1
196,Nmlpreg/del,PROCTOSEDYL OINTMENT,3
196,Nmlpreg/del,LIGNOCAINE HCL-FRESENIUS INJECTION 2 %,1
196,Nmlpreg/del,CURAM FILM-COATED TABLETS 625MG,1
196,Nmlpreg/del,BUSCOPAN SUGAR COATED TABLETS 10MG,1
196,Nmlpreg/del,VITAGEN INJECTION 50%,3
196,Nmlpreg/del,PROCIL TABLETS,2
196,Nmlpreg/del,FROTIN SUPPOSITORIES,1
196,Nmlpreg/del,"ERGOMETRINE MALEATE TABLETS 0.2MG ""JOHNSON",7
197,Skininfectn,MENNA CAPSULES,6
197,Skininfectn,FLUCORT-F OINTMENT 0.025%,13
197,Skininfectn,URETROPIC TABLETS,6
197,Skininfectn,"SODIUM CHLORIDE INJECTION ""Y.F.",97
197,Skininfectn,"LACTATED RINGER'S B INJECTION ""Y.F.",1
197,Skininfectn,GLUCAL BLACK INJECTION,1
197,Skininfectn,PETHIDINE HYDROCHLORIDE INJECTION 50MG/ML,1
197,Skininfectn,CODEINE PHOSPHATE INJECTION 15MG/ML,9
197,Skininfectn,"BISACODYL SUPPOSITORIES ""YUNG SHIN",1
197,Skininfectn,"AMPICILLIN CAPSULES 500MG ""VPP",2
197,Skininfectn,"WINTELLIN CAPSULES ""WINSTON",4
197,Skininfectn,"EYE BETASON-N OINTMENT ""WINSTON",1
197,Skininfectn,"PANACAL INJECTION ""PANBIOTIC",14
197,Skininfectn,BEHYD TABLETS,1
197,Skininfectn,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",8
197,Skininfectn,"HYDROXOCOBALAMIN INJECTION ""TAI YU",1
197,Skininfectn,"ZINC OXIDE OINTMENT ""WST",1
197,Skininfectn,"PENICILLIN G SODIUM INJECTION 3000000U ""Y.F.",6
197,Skininfectn,"TRIAMCINOLONE SUSPENDED INJECTION 4% ""TAI YU",12
197,Skininfectn,"MANNITOL INJECTION 20% ""SHUN HWA",2
197,Skininfectn,"COLD CAPSULES ""SWISS BRAND",4
197,Skininfectn,TOPSYM CREAM (FLUOCINONIDE),31
197,Skininfectn,"TRICODEX CREAM ""C.C.P.",14
197,Skininfectn,KINGMIN OPHTHALMIC SOLUTION (SULFAMETHOXAZOLE),1
197,Skininfectn,POTASSIUM CHLORIDE INJECTION 15%,4
197,Skininfectn,"PANBICORT INJECTION (TRIAMCINOLONE) ""PANBIOTIC",2
197,Skininfectn,"SINPHARDERM CREAM ""SINPHAR",3
197,Skininfectn,"DICLOCIN CAPSULES ""KINGDOM"" (DICLOXACILLIN)",60
197,Skininfectn,GLIDIAB TABLETS 5MG(GLIPIZIDE) ,2
197,Skininfectn,"YONFUPHARM"" IBUPROFEN TABLETS",53
197,Skininfectn,"ZINGA TABLETS (ZINC GLUCONATE) ""BOWLIN",10
197,Skininfectn,B. &N. BACINEOCIN OINTMENT,44
197,Skininfectn,"CIVIDOID GEL (HEPARINOID) ""SINPHAR",7
197,Skininfectn,"AMOXICILLIN CAPSULES 250MG ""S.T.",3
197,Skininfectn,"PASCA GEL ""SHIONOGI",3
197,Skininfectn,"MAGNESIUM OXIDE TABLETS ""KINGDOM",31
197,Skininfectn,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",4
197,Skininfectn,0.45% SODIUM CHLORIDE INJECTION,1
197,Skininfectn,ANXIEDIN TABLETS 1MG (LORAZEPAM),1
197,Skininfectn,UCEFA CAPSULES 500MG (CEFADROXIL),50
197,Skininfectn,"MYCOSTEN CREAM 10MG/GM (CLOTRIMAZOLE) ""SINPHAR",1
197,Skininfectn,KOSOLIN SYRUP,1
197,Skininfectn,NEUROPAM INJECTION 2MG/ML (LORAZEPAM),1
197,Skininfectn,"DEXTROSE 5% AND SODIUM CHLORIDE 0.225% INJECTION ""Y.F.",4
197,Skininfectn,"SULFASIL CREAM 1% (SILVER SULFADIAZINE) ""VPP",49
197,Skininfectn,"ULEX CREAM ""SINPHAR",4
197,Skininfectn,SABS INJECTION FOR IV INFUSION 5MG/ML,8
197,Skininfectn,ROLIKAN INJECTION (SODIUM BICARBONATE),1
197,Skininfectn,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",23
197,Skininfectn,"ROSIS IV INJECTION ""VPP",4
197,Skininfectn,"SUCRAL TABLETS 500MG ""VPP"" ",4
197,Skininfectn,TOPSYM LOTION (FLUOCINONIDE),5
197,Skininfectn,"CORT. S. OINTMENT 1% (HYDROCORTISONE ACETATE)""M.S.",4
197,Skininfectn,"SULINTON TABLETS 200MG ""Y.S.""(SULINDAC)",6
197,Skininfectn,"COTRIZINE TABLETS 200MG ""SWISS"" (KETOCONAZOLE)",4
197,Skininfectn,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",5
197,Skininfectn,"PARMASON GARGLE SOLUTION (CHLORHEXIDINE) ""B&F",4
197,Skininfectn,"KETOSMA CAPSULES 1MG ""KOJAR"" (KETOTIFEN)",2
197,Skininfectn,"FUNASIN CAPSULES 5MG ""KOJAR"" (FLUNARIZINE)",5
197,Skininfectn,"FUTUSOA CREAM ""S.Y.",12
197,Skininfectn,SINBETA DERM CREAM,2
197,Skininfectn,"BIOFUR ACNE LOTION 50MG/GM ""SINPHAR""(SULFUR PRECIPITATED)",4
197,Skininfectn,"ACZO GEL 50MG/GM (BENZOYL PEROXIDE) ""SINPHAR",6
197,Skininfectn,TEIRIA GEL 50MG/GM(ETOFENAMATE),7
197,Skininfectn,"SALINSE OINTMENT ""GCPC",4
197,Skininfectn,"VANCO POWDER FOR INJECTION ""GENTLE""(VANCOMYCIN)",2
197,Skininfectn,"VANCO POWDER FOR INJECTION (VANCOMYCIN) ""GENTLE",5
197,Skininfectn,"BIPERIN TABLETS 2MG (BIPERIDEN) ""UNION",1
197,Skininfectn,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",9
197,Skininfectn,CABUDAN TABLETS 25MG,1
197,Skininfectn,"SODIUM CHLORIDE INJECTION 3% ""Y.F.",1
197,Skininfectn,CINOLONE F.C. TABLET 250MG,6
197,Skininfectn,TAZOCIN LYO-INJECTION,3
197,Skininfectn,TINTEN TABLETS 500MG,172
197,Skininfectn,"ANTI-PHEN SYRUP 24MG/ML""CENTER",1
197,Skininfectn,"COLCHICINE TABLETS 0.5MG ""S.T.",3
197,Skininfectn,"FYLIN RETARD F.C.TABLETS 400MG ""C.H.""(PENTOXIFYLLINE)",6
197,Skininfectn,"ESZO TABLETS 2MG""S.T.""(ESTAZOLAM)",1
197,Skininfectn,"MEPRON POWDER FOR INJECTION 0.04GM ""GENTLE",3
197,Skininfectn,ANTISCAR CREAM,7
197,Skininfectn,"LINDACIN CAPSULES 150MG ""S.T."" (CLINDAMYCIN)",15
197,Skininfectn,ZINE ORABASE 0.1%,2
197,Skininfectn,KOLINCIN GEL 10MG/G,12
197,Skininfectn,"U-CHU"" ACEO CAPSULES RETARD 90MG",17
197,Skininfectn,AZAMUN FILM COATED TABLETS 50MG,10
197,Skininfectn,"METICORT TABLETS 4MG ""KINGDOM"" (METHYLPREDNISOLONE)",8
197,Skininfectn,"DENOSIN FILM-COATED TABLETS 5MG ""LOTUS",2
197,Skininfectn,ACTEIN EFFERVESCENT TABLETS 600MG,3
197,Skininfectn,DIPACHRO S.R. FILM COATED TABLETS 500MG,1
197,Skininfectn,SYNTAM F.C. TABLETS 1200MG,1
197,Skininfectn,GENDERMIN OPHTHALMIC OINTMENT 3MG/GM (GENTAMICIN SULFATE),1
197,Skininfectn,FUCIMYCIN CREAM,3
197,Skininfectn,Laston Injection 30 mg/ml (Ketorolac Tromethamine),37
197,Skininfectn,MOPRIDE F.C. TABLETS 5MG,1
197,Skininfectn,SPERSIN OINTMENT,86
197,Skininfectn,Nonin Tablets 2mg,1
197,Skininfectn,BAIN INJECTION 10MG/ML,3
197,Skininfectn,U Soft Cream 40.0%,19
197,Skininfectn,VIMAX FOAMING SOLUTION,3
197,Skininfectn,GENTERMAY CREAM,19
197,Skininfectn,B-N-O OINTMENT,7
197,Skininfectn,B.＆N. BACTERMIN OINTMENT,2
197,Skininfectn,NOREPINEPHRINE INJECTION 4MG/4ML“TAI YU”,1
197,Skininfectn,CEFA INJECTION,1
197,Skininfectn,"STAZOLIN INJ. ""STANDARD"" (CEFAZOLIN)",9
197,Skininfectn,SINTRIX FOR INJECTION 1G (CEFTRIAXONE),17
197,Skininfectn,"LACTUL SYRUP 666MG/ML (LACTULOSE) ""SINPHAR",2
197,Skininfectn,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",1
197,Skininfectn,MIRTAPINE ORALLY DISINTEGRATING TABLETS 30MG,1
197,Skininfectn,INDOY CAPSULES,1
197,Skininfectn,CYPRODIN TABLETS,1
197,Skininfectn,PROMERAN INJECTION,4
197,Skininfectn,DEXAMETHASONE INJECTION,2
197,Skininfectn,GENTAMYCIN INJECTION,6
197,Skininfectn,PROPRANOLOL TABLETS 10MG ,1
197,Skininfectn,"AMOXICILLIN CAPSULES ""YUNG SHIN",15
197,Skininfectn,"PEICHIA TABLETS ""P.L.",1
197,Skininfectn,"UNDIARRHEA CAPSULES""YUNG SHIN"" (LOPERAMIDE)",1
197,Skininfectn,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",3
197,Skininfectn,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",28
197,Skininfectn,"BETAMETHASONE OINTMENT ""SINPHAR",2
197,Skininfectn,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",4
197,Skininfectn,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",2
197,Skininfectn,"MORCASIN TABLETS ""SINPHAR",4
197,Skininfectn,"CEFADROXIL CAPSULES 500MG ""S.T.",23
197,Skininfectn,"SULFINPYRAZONE CAPSULES 100MG ""S.C.",1
197,Skininfectn,NOVAMIN INJECTION 5MG/ML (PROCHLORPERAZINE),1
197,Skininfectn,CEFA INJECTION (CEPHAZOLIN),5
197,Skininfectn,RASITOL INJECTION 10MG/ML (FUROSEMIDE),1
197,Skininfectn,"LATOL F.C.TABLET 200MG ""STANDARD",2
197,Skininfectn,"CLINCIN INJ. ""N.K."" 150MG/ML (CLINDAMYCIN)",7
197,Skininfectn,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",4
197,Skininfectn,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",2
197,Skininfectn,"MESYREL TABLETS 50MG ""LOTUS",1
197,Skininfectn,"FOLACIN F.C. TABLETS 5MG (FOLIC ACID) ""JOHNSON",2
197,Skininfectn,"DOXYCYCLINE CAPSULES 100MG ""P.L.",18
197,Skininfectn,EFUCON GEL 7.5MG/GM (METRONIDAZOLE),2
197,Skininfectn,BOKEY ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN)  ,1
197,Skininfectn,"DEHERP CREAM 5% ""STANDARD"" (ACYCLOVIR)",1
197,Skininfectn,TRENFYLLINE S.R.F.C. TABLETS 400MG (PENTOXIFYLLINE),2
197,Skininfectn,FLUR DI FEN PATCH  40MG/12GM,1
197,Skininfectn,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",3
197,Skininfectn,EURICON TAB. 50MG (BENZBROMARONE),1
197,Skininfectn,GENZOSIN TABLET 4MG (DOXAZOSIN MESYLATE),1
197,Skininfectn,"ASCOTYL ENTERIC-MICROENCAPSULATED CAPSULES 100MG ""STANDARD",10
197,Skininfectn,BUTANYL INHALATION SOLUTION 2.5MG/ML (TERBUTALINE SULFATE),2
197,Skininfectn,"IPRATRAN INHALATION SOLUTION 0.25MG/ML ""S.T.""(IPRATROPIUM BROMIDE)",3
197,Skininfectn,"CETIRIZINE ORAL SOLUTION 1MG/ML ""CENTER",1
197,Skininfectn,PLETAAL TAB. 50,2
197,Skininfectn,"BETHANECHOL TABLETS 25MG ""JOHNSON",2
197,Skininfectn,"TRANSAMIN INJECTION ""DAIICHI SANKYO",2
197,Skininfectn,BISO F.C TABLETS 5 MG,1
197,Skininfectn,CEFLOUR FILM COATED TABLETS 250MG,3
197,Skininfectn,"CEFIXMYCIN  CAPSULE 100MG ""YUNG SHIN",4
197,Skininfectn,"ANTIDOXE CREAM ""S.C.",4
197,Skininfectn,"SUBACILLIN INJECTION ""YUNG SHIN",2
197,Skininfectn,"U-CHU"" TONEC TABLETS 100MG (ACEC LOFENAC)",1
197,Skininfectn,"CODICON-U CAPSULES ""SINPHAR",1
197,Skininfectn,"FONOSIL TABLETS 10MG ""STANDARD"" (FOSINOPRIL SODIUM)",1
197,Skininfectn,CRAVIT F.C. TAB 500MG,1
197,Skininfectn,Momesone Cream 0.1% W/W,2
197,Skininfectn,"Ankorme Cream ""S.C.",3
197,Skininfectn,"FUSIDIC ACID CREAM ""PBF",37
197,Skininfectn,"THYROID-S TABLETS 100UG ""JOHNSON",1
197,Skininfectn,"Metsone Cream 0.1% ""Sinphar",8
197,Skininfectn,"FLUTICOSONE CREAM ""S.C.",1
197,Skininfectn,OCILLINA POWDER FOR INJECTION,46
197,Skininfectn,CITAZOL TABLETS 50MG“STANDARD”,1
197,Skininfectn,Sinpharderm Keratolytic Cream 40%“Sinphar”,2
197,Skininfectn,XYZINE F.C. TABLETS 5MG,17
197,Skininfectn,GLIBUDON TABLETS 500MG,1
197,Skininfectn,"NIFEDIPINE S.R.F.C. TABLETS 30MG ""CYH",1
197,Skininfectn,RIVOTRIL 0.5MG TABLET,1
197,Skininfectn,SLOW-K TABLETS 600MG,5
197,Skininfectn,VIARTRIL-S CAPSULES,1
197,Skininfectn,KALIMATE POWDER,6
197,Skininfectn,TOBREX EYE OINTMENT,1
197,Skininfectn,IODOSORB POWDER,2
197,Skininfectn,CONCOR 5 MG,3
197,Skininfectn,DUOFILM,2
197,Skininfectn,METRONIDAZOL FRESENIUS,4
197,Skininfectn,ATEHEXAL 100 FILM TABLET,1
197,Skininfectn,CIPROXIN INF. SOL. 50ML/100MG;100ML/200MG,2
197,Skininfectn,"AUGMENTIN FOR INTRAVENOUS INJECTION 600MG, 1.2GM",6
197,Skininfectn,FUCIDIN TABLETS,1
197,Skininfectn,LAMISIL TABLETS 250MG,6
197,Skininfectn,CATAFLAM 25MG SUGAR-COATED TABLETS,22
197,Skininfectn,ELOMET OINTMENT 0.1%,3
197,Skininfectn,SINEMET 25/100 TABLETS,1
197,Skininfectn,GLUCOBAY TABLETS 50MG,1
197,Skininfectn,SANDIMMUN NEORAL SOFT GELATIN CAP. 100MG,1
197,Skininfectn,SANDIMMUN NEORAL SOFT GELATIN CAP. 25MG,1
197,Skininfectn,BRUMIXOL CREAM,6
197,Skininfectn,NORVASC TABLETS 5MG,5
197,Skininfectn,COZAAR F.C.TAB. 50MG,1
197,Skininfectn,NEOTIGASON CAPSULES 10MG,1
197,Skininfectn,FAMVIR,2
197,Skininfectn,PROCTOSEDYL OINTMENT,1
197,Skininfectn,AUGMENTIN 1G F.C. TABLETS,80
197,Skininfectn,NERISONE FATTY OINTMENT,2
197,Skininfectn,NIMBEX INJECTION 2MG/ML,1
197,Skininfectn,SINGULAIR CHEWABLE TAB. 5MG,2
197,Skininfectn,NEURONTIN CAPSULES 300MG,2
197,Skininfectn,APROVEL 300MG FILM-COATED TABLETS,1
197,Skininfectn,LIPITOR FILM-COATED TABLETS 10MG,1
197,Skininfectn,NASONEX AQUEOUS NASAL SPRAY,2
197,Skininfectn,PLAVIX FILM-COATED TABLETS 75MG,2
197,Skininfectn,ADALAT OROS 30,2
197,Skininfectn,ALLEGRA TABLETS 180MG,36
197,Skininfectn,FLAMAZINE CREAM,12
197,Skininfectn,CELEBREX CAPSULE 200MG,3
197,Skininfectn,CO-DIOVAN 160/12.5 FILM COATED TABLETS,1
197,Skininfectn,NEXIUM TAB. 40MG,1
197,Skininfectn,AVELOX FILM-COATED TABLET 400MG,6
197,Skininfectn,DIFFERIN CREAM 0.1%,10
197,Skininfectn,DOXABEN XL TABLETS 4MG,1
197,Skininfectn,AVELOX INFUSION SOLUTION 400MG/250ML,2
197,Skininfectn,CRAVIT IV SOLUTION FOR INFUSION 5MG/ML,1
197,Skininfectn,INVANZ 1G INJECTION,3
197,Skininfectn,DERMOVATE OINTMENT 0.05% (CLOBETASOL PROPIONATE),2
197,Skininfectn,ULTRACET TABLETS,4
197,Skininfectn,CRESTOR 10MG FILM-COATED TABLETS,1
197,Skininfectn,SOLIAN 400MG FILM-COATED SCORED TABLET,1
197,Skininfectn,VYTORIN TABLETS 10/20 MG,1
197,Skininfectn,FLUMARIN FOR INJECTION 1G,1
197,Skininfectn,Harnalidge D tablets 0.2mg,2
197,Skininfectn,CUBICIN INJECTION,1
197,Skininfectn,JANUVIA 100 MG F.C. TABLETS,3
197,Skininfectn,AMARYL M FILM-COATED TABLETS 2/500MG,1
197,Skininfectn,SEVIKAR 5/20MG FILM COATED TABLETS,1
197,Skininfectn,Carvedilol HEXAL Tablets 25mg,4
197,Skininfectn,CLOBEX 500ΜG/G SHAMPOO,7
197,Skininfectn,JANUMET 50/500 MG FILM-COATED TABLETS,1
197,Skininfectn,ONGLYZA FILM-COATED TABLETS 5MG,2
197,Skininfectn,FEBURIC 80 MG FILM COATED TABLETS,1
197,Skininfectn,CURAM FILM-COATED TABLETS 625MG,13
197,Skininfectn,"Curam powder for injection 500/100 mg, 1000/200 mg",43
197,Skininfectn,Tulip 10mg Film coated Tablets,1
197,Skininfectn,Piperacillin/Tazobactam Sandoz powder for injection,1
197,Skininfectn,Ceftriaxone Sandoz powder for IV Injection,13
197,Skininfectn,TETANUS TOXOID ALUM PRECIPITATED,4
197,Skininfectn,"TETANUS TOXOID ALUM PRECIPITATED ""KUO KWANG",5
197,Skininfectn,ACTRAPID  100 I.U./ML,31
197,Skininfectn,"LANTUS 100 UNITS/ML SOLUTION FOR INJECTION, 10ML VIAL",1
197,Skininfectn,INSULATARD,2
197,Skininfectn,NOVOMIX 30 PENFILL 3ML 100U/ML,2
197,Skininfectn,APIDRA 100 U/ML SOLUTION FOR INJECTION,1
197,Skininfectn,LEVEMIR FLEX PEN,1
197,Skininfectn,HUMALOG MIX 25 100U/ML KWIKPEN,1
197,Skininfectn,"CHLORPHENIRAMINE MALEATE INJECTION 5MG ""SINTONG",1
197,Skininfectn,VITACAL INJECTION,1
197,Skininfectn,GLUCOSE INJECTION 5%,4
197,Skininfectn,MENPHENCALA LOTION,4
197,Skininfectn,VITAGEN INJECTION 50%,3
197,Skininfectn,EPHEDRINE HYDROCHLORIDE INJECTION,1
197,Skininfectn,"PECOLIN SUSPENSION ""STANDARD",2
197,Skininfectn,"BIOMYCIN OINTMENT ""CBC",1
197,Skininfectn,"TETRACYLIN HCL OPHTHALMIC OINT  1% ""KINGDOM",1
197,Skininfectn,ANNA F COATED TABLETS,1
197,Skininfectn,DILANTIN KAPSEALS,1
197,Skininfectn,"SODIUM BICARBONATE COMPOUND TABLETS ""JOHNSON",2
197,Skininfectn,"METROZOLE ORAL S.C. TABLETS ""JOHNSON",1
197,Skininfectn,FERROUS GLUCO-B S.C. TABLETS,1
197,Skininfectn,"PENICILLIN V TABLETS 400000U ""C.C.P.",1
197,Skininfectn,"DEXAMETHASONE TABLETS ""C.C.P.",1
197,Skininfectn,VISTARIL CAPSULES,10
197,Skininfectn,DUPIN TABLETS,1
197,Skininfectn,CALOMIDE S.C. TABLETS 250UG,5
197,Skininfectn,BICILLIN L-A DISPOSABLE SYRINGE (PENICILLIN G BENZATHINE INJECTABLE SUSPENSION),6
198,Otinflskin,MENNA CAPSULES,34
198,Otinflskin,FLUCORT-F OINTMENT 0.025%,12
198,Otinflskin,"PANACAL INJECTION ""PANBIOTIC",9
198,Otinflskin,"ZINC OXIDE OINTMENT ""WST",5
198,Otinflskin,"TRIAMCINOLONE SUSPENDED INJECTION 4% ""TAI YU",6
198,Otinflskin,"COLD CAPSULES ""SWISS BRAND",2
198,Otinflskin,TOPSYM CREAM (FLUOCINONIDE),49
198,Otinflskin,"TRICODEX CREAM ""C.C.P.",18
198,Otinflskin,"SINPHARDERM-HC CREAM ""SINPHAR",13
198,Otinflskin,"PANBICORT INJECTION (TRIAMCINOLONE) ""PANBIOTIC",3
198,Otinflskin,"SINPHARDERM CREAM ""SINPHAR",35
198,Otinflskin,"DICLOCIN CAPSULES ""KINGDOM"" (DICLOXACILLIN)",2
198,Otinflskin,"XYLMOL SUPPOSITORY ""SINPHAR",1
198,Otinflskin,"YONFUPHARM"" IBUPROFEN TABLETS",1
198,Otinflskin,"ZINGA TABLETS (ZINC GLUCONATE) ""BOWLIN",3
198,Otinflskin,B. &N. BACINEOCIN OINTMENT,8
198,Otinflskin,"CIVIDOID GEL (HEPARINOID) ""SINPHAR",7
198,Otinflskin,"PASCA GEL ""SHIONOGI",2
198,Otinflskin,"MAGNESIUM OXIDE TABLETS ""KINGDOM",8
198,Otinflskin,UCEFA CAPSULES 500MG (CEFADROXIL),10
198,Otinflskin,KOSOLIN SYRUP,2
198,Otinflskin,"SULFASIL CREAM 1% (SILVER SULFADIAZINE) ""VPP",2
198,Otinflskin,"ULEX CREAM ""SINPHAR",5
198,Otinflskin,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",42
198,Otinflskin,FUYOU TABLETS 500MG,3
198,Otinflskin,TOPSYM LOTION (FLUOCINONIDE),55
198,Otinflskin,EXELDERM CREAM (SULCONAZOLE),13
198,Otinflskin,EXELDERM SOLUTION (SULCONAZOLE),23
198,Otinflskin,"CORT. S. OINTMENT 1% (HYDROCORTISONE ACETATE)""M.S.",17
198,Otinflskin,"COTRIZINE TABLETS 200MG ""SWISS"" (KETOCONAZOLE)",2
198,Otinflskin,COUGH MIXTURE,3
198,Otinflskin,"PARMASON GARGLE SOLUTION (CHLORHEXIDINE) ""B&F",3
198,Otinflskin,"KETOSMA CAPSULES 1MG ""KOJAR"" (KETOTIFEN)",1
198,Otinflskin,"FUTUSOA CREAM ""S.Y.",30
198,Otinflskin,SINBETA DERM CREAM,21
198,Otinflskin,"ACZO GEL 50MG/GM (BENZOYL PEROXIDE) ""SINPHAR",5
198,Otinflskin,TEIRIA GEL 50MG/GM(ETOFENAMATE),9
198,Otinflskin,"SALINSE OINTMENT ""GCPC",33
198,Otinflskin,TINTEN TABLETS 500MG,13
198,Otinflskin,"COLCHICINE TABLETS 0.5MG ""S.T.",12
198,Otinflskin,"SALAZINE ENTERIC COATED  TABLETS 500MG (SULFASALAZINE)""S.T",12
198,Otinflskin,DELIBS F.C TABLETS 50MG,1
198,Otinflskin,"FOXONE OPHTHALMIC SUSPENSION 0.2MG/ML ""WINSTON",2
198,Otinflskin,ZINE ORABASE 0.1%,4
198,Otinflskin,KOLINCIN GEL 10MG/G,7
198,Otinflskin,AZAMUN FILM COATED TABLETS 50MG,15
198,Otinflskin,"METICORT TABLETS 4MG ""KINGDOM"" (METHYLPREDNISOLONE)",28
198,Otinflskin,"DENOSIN FILM-COATED TABLETS 5MG ""LOTUS",12
198,Otinflskin,ACTEIN EFFERVESCENT TABLETS 600MG,1
198,Otinflskin,KAFUTINEA CREAM,10
198,Otinflskin,FUCIMYCIN CREAM,1
198,Otinflskin,SPERSIN OINTMENT,6
198,Otinflskin,BECANEX Ointment,2
198,Otinflskin,U Soft Cream 40.0%,9
198,Otinflskin,VIMAX FOAMING SOLUTION,50
198,Otinflskin,GENTERMAY CREAM,20
198,Otinflskin,CLOGEL GEL 7.5MG/GM,8
198,Otinflskin,B-N-O OINTMENT,21
198,Otinflskin,HYDROQUINE FILM COATED TABLETS 200MG,17
198,Otinflskin,"STAZOLIN INJ. ""STANDARD"" (CEFAZOLIN)",4
198,Otinflskin,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",7
198,Otinflskin,CYPRODIN TABLETS,18
198,Otinflskin,PROMERAN F.C. TABLETS 3.84MG ,1
198,Otinflskin,PROMERAN INJECTION,1
198,Otinflskin,DEXAMETHASONE INJECTION,1
198,Otinflskin,"AMOXICILLIN CAPSULES ""YUNG SHIN",2
198,Otinflskin,"NYSTATIN CAPSULES ""YUNG SHIN",2
198,Otinflskin,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",4
198,Otinflskin,"BETAMETHASONE OINTMENT ""SINPHAR",1
198,Otinflskin,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",2
198,Otinflskin,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",8
198,Otinflskin,"CEFADROXIL CAPSULES 500MG ""S.T.",4
198,Otinflskin,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",42
198,Otinflskin,"FOLACIN F.C. TABLETS 5MG (FOLIC ACID) ""JOHNSON",36
198,Otinflskin,"DOXYCYCLINE CAPSULES 100MG ""P.L.",22
198,Otinflskin,"KETOCONAZOLE CREAM 20MG/GM ""SINPHAR",7
198,Otinflskin,EFUCON GEL 7.5MG/GM (METRONIDAZOLE),3
198,Otinflskin,"FUSONE EYE DROPS 1MG/ML ""MEDICINE"" (BETAMETHASONE)",11
198,Otinflskin,"DEHERP CREAM 5% ""STANDARD"" (ACYCLOVIR)",2
198,Otinflskin,"Azeic-A Cream 200 mg/gm (Azelaic Acid)""Sinphar",1
198,Otinflskin,PLETAAL TAB. 50,2
198,Otinflskin,"CLORAMPHENICOL 0.25% EYE DROPS ""SINPHAR",2
198,Otinflskin,"U-CHU"" ACEO CAPSULES RETARD 90MG",1
198,Otinflskin,"ANTIDOXE CREAM ""S.C.",7
198,Otinflskin,"ARHEUMA TABLETS 20MG ""LOTUS",13
198,Otinflskin,"U-CHU"" TONEC TABLETS 100MG (ACEC LOFENAC)",1
198,Otinflskin,"CODICON-U CAPSULES ""SINPHAR",1
198,Otinflskin,"FONOSIL TABLETS 10MG ""STANDARD"" (FOSINOPRIL SODIUM)",14
198,Otinflskin,Momesone Cream 0.1% W/W,24
198,Otinflskin,"Ankorme Cream ""S.C.",2
198,Otinflskin,"FUSIDIC ACID CREAM ""PBF",20
198,Otinflskin,SILIMA CAPSULES 150MG “PINE LAWER”,21
198,Otinflskin,"Metsone Cream 0.1% ""Sinphar",25
198,Otinflskin,"FLUTICOSONE CREAM ""S.C.",19
198,Otinflskin,Sinpharderm Keratolytic Cream 40%“Sinphar”,5
198,Otinflskin,XYZINE F.C. TABLETS 5MG,81
198,Otinflskin,ALLEDINE F.C. TABLETS 180MG,1
198,Otinflskin,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",1
198,Otinflskin,DECARIS TABLETS (CHILDREN),20
198,Otinflskin,ENDOXAN SUGAR-COATED TABLETS,12
198,Otinflskin,TREXAN 2.5MG TABLETS,46
198,Otinflskin,IODOSORB POWDER,1
198,Otinflskin,TEARS NATURALE,2
198,Otinflskin,DURATEARS STERILE OPH OINT,14
198,Otinflskin,POLYTAR EMOLLIENT,16
198,Otinflskin,LIQUIFILM TEARS,2
198,Otinflskin,LAMISIL TABLETS 250MG,1
198,Otinflskin,CATAFLAM 25MG SUGAR-COATED TABLETS,2
198,Otinflskin,ELOMET OINTMENT 0.1%,14
198,Otinflskin,DAIVONEX OINTMENT,23
198,Otinflskin,CLARINASE REPETABS TABLETS,1
198,Otinflskin,TOBRADEX STERILE OPHTHALMIC OINTMENT,5
198,Otinflskin,SANDIMMUN NEORAL SOFT GELATIN CAP. 100MG,20
198,Otinflskin,SANDIMMUN NEORAL SOFT GELATIN CAP. 25MG,27
